croco diel 2015,Identified Proteins (1725),Accession Number,Molecular Weight,Protein Grouping Ambiguity,c02,c04,c06,c08,c10,c12,c14,c16,c18,c20,c22,c24
1480,ZP_00517348 CwatDRAFT_2597 Phospholipase/Carboxylesterase [Crocosphaera watsonii WH 8501],638432611,22 kDa,,0.96812,0.97807,1.9348,0,1.1988,1.0935,0.91256,0,0,0,5.2781,3.9448
1481,ZP_00518458 CwatDRAFT_0612 NUDIX hydrolase [Crocosphaera watsonii WH 8501],638433743,17 kDa,,0,0,2.9022,1.1202,1.1988,0,3.6502,3.8209,0,2.0046,0.87968,0
1482,ZP_00514214 CwatDRAFT_5981 HEAT:PBS lyase HEAT-like repeat [Crocosphaera watsonii WH 8501],638429472,22 kDa,,0,0.97807,1.9348,0,0,0,0,0,0,0,1.7594,0.98619
1483,ZP_00518289 CwatDRAFT_1569 BolA-like protein [Crocosphaera watsonii WH 8501],638433575,9 kDa,,0,0,0.96741,0,0,0,0.91256,0.95523,3.0662,0,0.87968,0
1484,ZP_00514372 CwatDRAFT_5337 Sigma-70 region 3:Sigma-70 region 2:Sigma-70 region 4:Sigma-70 region 1.2 [Crocosphaera watsonii WH 8501],638429632,34 kDa,TRUE,0,0,0.96741,0,0,0,0,0,0,0,0,0
1485,ZP_00514439 CwatDRAFT_5385 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429699,24 kDa,,0,0,0,0,0,0,0.91256,0,0,0,0,0
1486,ZP_00519144 CwatDRAFT_0159 Rubredoxin-type Fe(Cys)4 protein [Crocosphaera watsonii WH 8501],638434439,12 kDa,,2.9044,1.9561,0.96741,0,0,0,0,0,0,1.0023,3.5187,0.98619
1487,ZP_00518093 CwatDRAFT_1635 hypothetical protein [Crocosphaera watsonii WH 8501],638433382,18 kDa,,1.9362,0.97807,2.9022,1.1202,0,0,0,0,0,1.0023,1.7594,1.9724
1488,ZP_00515230 CwatDRAFT_4691 HesB/YadR/YfhF [Crocosphaera watsonii WH 8501],638430517,13 kDa,,0,0.97807,0,0,0,0,0,0,0,0,1.7594,0.98619
1489,ZP_00518420 CwatDRAFT_0659 CpcD phycobilisome linker-like [Crocosphaera watsonii WH 8501],638433707,11 kDa,,0.96812,0,0,0,0,0,0,0,0,0,0,0
1490,ZP_00518119 CwatDRAFT_1279 Ribosomal protein S21 [Crocosphaera watsonii WH 8501],638433412,7 kDa,,0,0.97807,3.8696,0,0,0,2.7377,3.8209,0,0,1.7594,2.9586
1491,"ZP_00516118 CwatDRAFT_3788 Glycoside hydrolase, family 3, N-terminal [Crocosphaera watsonii WH 8501]",638431403,53 kDa,,0,0,0,1.1202,0,0,0,0.95523,0,0,0,0
1492,ZP_00516533 CwatDRAFT_3409 Abortive infection protein [Crocosphaera watsonii WH 8501],638431813,58 kDa,,0,0,0,0,0,0,0,0,1.0221,1.0023,0.87968,0
1493,ZP_00514361 CwatDRAFT_5327 Beta-lactamase-like [Crocosphaera watsonii WH 8501],638429620,63 kDa,,0,0,0.96741,0,0,0,0,0.95523,0,0,0,0
1494,ZP_00517960 CwatDRAFT_1975 hypothetical protein [Crocosphaera watsonii WH 8501],638433244,15 kDa,,0,0,0,0,1.1988,1.0935,0,0,0,0,0,0
1495,ZP_00515476 CwatDRAFT_4547 Sulfate transporter/antisigma-factor antagonist STAS:Sulphate transporter [Crocosphaera watsonii WH 8501],638430802,54 kDa,,0,0,0,0,0,1.0935,2.7377,3.8209,0,1.0023,0.87968,1.9724
1496,ZP_00518197 CwatDRAFT_1723 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638433475,25 kDa,,0,0,0,0,0,0,0.91256,0.95523,1.0221,1.0023,0.87968,0.98619
1497,ZP_00515901 CwatDRAFT_4022 similar to Sporulation protein and related proteins [Crocosphaera watsonii WH 8501],638431169,60 kDa,,0,0.97807,0,0,0,0,0,0,0,0,0,0
1498,"ZP_00515313 CwatDRAFT_4784 Response regulator receiver:Transcriptional regulatory protein, C-terminal [Crocosphaera watsonii WH 8501]",638430633,26 kDa,,0,0,0,0,0,0,0,0.95523,0,2.0046,0.87968,0
1499,ZP_00515013 CwatDRAFT_4939 Rieske [2Fe-2S] region [Crocosphaera watsonii WH 8501],638430278,42 kDa,,0,0,0,0,0,0,0,0,1.0221,0,0,0
1500,ZP_00513732 CwatDRAFT_6643 Protein of unknown function DUF1350 [Crocosphaera watsonii WH 8501],638428987,29 kDa,,0,0,0,0,0,0,0.91256,0.95523,0,0,0,1.9724
1501,ZP_00518035 CwatDRAFT_0926 hypothetical protein [Crocosphaera watsonii WH 8501],638433323,23 kDa,,1.9362,3.9123,2.9022,1.1202,2.3975,3.2806,1.8251,2.8657,1.0221,4.0092,2.639,1.9724
1502,ZP_00514050 CwatDRAFT_6485 ROK [Crocosphaera watsonii WH 8501],638429307,31 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0,0
1503,ZP_00515311 CwatDRAFT_4782 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430638,17 kDa,,0,0.97807,0,0,1.1988,0,0,0,0,0,0,0.98619
1504,ZP_00515763 CwatDRAFT_4295 hypothetical protein [Crocosphaera watsonii WH 8501],638430991,18 kDa,,0,0.97807,1.9348,0,0,0,0.91256,1.9105,1.0221,0,1.7594,0
1505,ZP_00513850 CwatDRAFT_6198 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429105,11 kDa,,0,0,0,0,0,0,0,0,0,0,1.7594,1.9724
1506,ZP_00514329 CwatDRAFT_5318 Aspartoacylase [Crocosphaera watsonii WH 8501],638429588,34 kDa,,0,0,0.96741,0,0,0,0.91256,0,0,0,0,0
1507,ZP_00513569 CwatDRAFT_6026 ABC transporter [Crocosphaera watsonii WH 8501],638428823,24 kDa,,0.96812,1.9561,1.9348,0,0,1.0935,0.91256,0.95523,1.0221,2.0046,1.7594,0.98619
1508,ZP_00514970 CwatDRAFT_5171 HNH endonuclease [Crocosphaera watsonii WH 8501],638430235,19 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0,0
1509,ZP_00514686 CwatDRAFT_5529 ABC transporter [Crocosphaera watsonii WH 8501],638429948,28 kDa,,0,0,0,0,1.1988,1.0935,0,0,1.0221,0,0,0
1510,ZP_00516413 CwatDRAFT_3846 NifZ [Crocosphaera watsonii WH 8501],638431661,13 kDa,,0,0,0,0,2.3975,1.0935,0.91256,0.95523,0,0,0,0
1511,"ZP_00516833 CwatDRAFT_2733 Proton-translocating NADH-quinone oxidoreductase, chain M [Crocosphaera watsonii WH 8501]",638432088,54 kDa,,0,0,0.96741,1.1202,0,1.0935,1.8251,0,1.0221,1.0023,0,0
1512,ZP_00517510 CwatDRAFT_2046 ABC transporter [Crocosphaera watsonii WH 8501],638432796,33 kDa,,0,0,0,0,0,0,0,0.95523,0,0,0.87968,0
1513,ZP_00515376 CwatDRAFT_4851 HesB/YadR/YfhF [Crocosphaera watsonii WH 8501],638430511,13 kDa,,0.96812,0,0,0,0,0,0,0,1.0221,0,0,0
1514,ZP_00514328 CwatDRAFT_5317 Protein of unknown function DUF177 [Crocosphaera watsonii WH 8501],638429587,19 kDa,,0,0.97807,0,0,0,1.0935,0.91256,0.95523,0,0,0,0
1515,ZP_00513797 CwatDRAFT_6610 Na+/solute symporter [Crocosphaera watsonii WH 8501],638429052,68 kDa,,0,2.9342,2.9022,1.1202,0,0,0,0,0,0,0.87968,0.98619
1516,ZP_00517524 CwatDRAFT_2469 Periplasmic binding protein [Crocosphaera watsonii WH 8501],638432813,35 kDa,,0.96812,0,0,0,0,0,0,0.95523,0,0,0,0
1517,ZP_00515467 CwatDRAFT_4537 hypothetical protein [Crocosphaera watsonii WH 8501],638430783,12 kDa,,0.96812,0,0.96741,5.6009,4.795,6.5611,4.5628,4.7761,1.0221,2.0046,0.87968,0.98619
1518,ZP_00515640 CwatDRAFT_4421 Dephospho-CoA kinase [Crocosphaera watsonii WH 8501],638430907,24 kDa,,0,0,0,1.1202,0,0,0,1.9105,0,0,0,0.98619
1519,ZP_00514271 CwatDRAFT_5275 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429530,21 kDa,,0.96812,2.9342,0.96741,0,0,0,0,0,0,0,0,0.98619
1520,ZP_00516304 CwatDRAFT_3480 hypothetical protein [Crocosphaera watsonii WH 8501],638431576,17 kDa,TRUE,0,0,0,1.1202,0,1.0935,0.91256,0.95523,1.0221,0,0,0
1521,ZP_00514080 CwatDRAFT_6460 Sigma-70 region 2:Sigma-70 region 4 [Crocosphaera watsonii WH 8501],638429337,25 kDa,,0.96812,0,0,0,0,0,0,0,0,1.0023,0.87968,0
1522,ZP_00515784 CwatDRAFT_4178 ResB-like [Crocosphaera watsonii WH 8501],638431063,50 kDa,,0,1.9561,0,0,0,0,0,0,0,0,0,0
1523,ZP_00514540 CwatDRAFT_5447 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429801,14 kDa,,0,0,0,0,1.1988,1.0935,0,0,0,0,0,0.98619
1524,ZP_00517199 CwatDRAFT_2622 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638432463,21 kDa,TRUE,0,0,0,0,0,0,0,0,0,2.0046,0.87968,0
1525,ZP_00517647 CwatDRAFT_2023 hypothetical protein [Crocosphaera watsonii WH 8501],638432919,12 kDa,,0,0.97807,0,1.1202,1.1988,0,0,0,0,0,0,0
1526,ZP_00516340 CwatDRAFT_3552 Protein of unknown function DUF29 [Crocosphaera watsonii WH 8501],638431595,18 kDa,,0,0,0,1.1202,0,0,0,0.95523,1.0221,0,0,0
1527,ZP_00517552 CwatDRAFT_2175 Rhodanese-like [Crocosphaera watsonii WH 8501],638432818,12 kDa,,1.9362,0,0,0,0,0,0,0,0,5.0115,0,0
1528,ZP_00513977 CwatDRAFT_6272 TPR repeat:TPR repeat [Crocosphaera watsonii WH 8501],638429234,18 kDa,,0.96812,0,0,0,0,0,0,0.95523,0,0,0,0
1529,"ZP_00518085 CwatDRAFT_1220 Cof protein:HAD-superfamily hydrolase, subfamily IIB [Crocosphaera watsonii WH 8501]",638433370,30 kDa,,0,0,0,0,0,0,0.91256,0,0,0,0,0
1530,ZP_00518786 CwatDRAFT_0999 hypothetical protein [Crocosphaera watsonii WH 8501],638434072,15 kDa,,0.96812,1.9561,0.96741,0,1.1988,1.0935,1.8251,2.8657,2.0441,2.0046,1.7594,1.9724
1531,ZP_00519233 CwatDRAFT_0438 hypothetical protein [Crocosphaera watsonii WH 8501],638434523,25 kDa,,1.9362,2.9342,0,1.1202,1.1988,0,0.91256,0.95523,0,3.0069,1.7594,1.9724
1532,ZP_00514445 CwatDRAFT_5391 hypothetical protein [Crocosphaera watsonii WH 8501],638429705,13 kDa,,1.9362,0.97807,0.96741,1.1202,2.3975,2.187,1.8251,1.9105,1.0221,2.0046,0.87968,1.9724
1533,ZP_00518747 CwatDRAFT_1317 similar to membrane protein [Crocosphaera watsonii WH 8501],638434036,31 kDa,,0,0.97807,2.9022,1.1202,1.1988,3.2806,0.91256,0.95523,2.0441,3.0069,2.639,2.9586
1534,ZP_00516325 CwatDRAFT_3535 hypothetical protein [Crocosphaera watsonii WH 8501],638431613,9 kDa,,0,3.9123,1.9348,3.3606,4.795,5.4676,3.6502,1.9105,4.0883,3.0069,4.3984,2.9586
1535,ZP_00517148 CwatDRAFT_2686 hypothetical protein [Crocosphaera watsonii WH 8501],638432429-DECOY,?,,0,0,0,0,0,0,0,0,1.0221,0,0,0
1536,ZP_00514094 CwatDRAFT_6334 Metallophosphoesterase [Crocosphaera watsonii WH 8501],638429352,34 kDa,,0,0.97807,0.96741,1.1202,0,0,0.91256,0,0,0,1.7594,0.98619
1537,ZP_00519287 CwatDRAFT_0205 similar to transcriptional regulator [Crocosphaera watsonii WH 8501],638434576,11 kDa,,0,2.9342,0,0,1.1988,2.187,2.7377,1.9105,1.0221,0,0,0
1538,ZP_00519142 CwatDRAFT_0156 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638434431,26 kDa,,2.9044,0.97807,0.96741,1.1202,2.3975,1.0935,2.7377,1.9105,2.0441,1.0023,1.7594,1.9724
1539,ZP_00518981 CwatDRAFT_0672 Thioredoxin [Crocosphaera watsonii WH 8501],638434270,12 kDa,,1.9362,2.9342,1.9348,3.3606,2.3975,2.187,2.7377,3.8209,2.0441,2.0046,3.5187,2.9586
1540,ZP_00516078 CwatDRAFT_3910 Ham1-like protein [Crocosphaera watsonii WH 8501],638431363,21 kDa,,0.96812,1.9561,0,0,0,1.0935,2.7377,0.95523,0,0,0.87968,0.98619
1541,ZP_00514355 CwatDRAFT_5902 TPR repeat:TPR repeat [Crocosphaera watsonii WH 8501],638429614,43 kDa,,0,0,0,0,0,0,0,0,0,0,0.87968,0
1542,ZP_00518988 CwatDRAFT_0518 similar to dioxygenase of extradiol dioxygenase family [Crocosphaera watsonii WH 8501],638434278,16 kDa,,0,1.9561,1.9348,3.3606,1.1988,2.187,1.8251,1.9105,1.0221,1.0023,1.7594,0.98619
1543,ZP_00516403 CwatDRAFT_3835 Binding-protein-dependent transport systems inner membrane component:ABC transporter [Crocosphaera watsonii WH 8501],638431686,72 kDa,,0,0,0,0,0,2.187,0.91256,0.95523,0,1.0023,0,0
1544,ZP_00516644 CwatDRAFT_3144 Peptidase M50 [Crocosphaera watsonii WH 8501],638431923,56 kDa,,0,0,0,0,0,0,0,0,0,1.0023,0,0
1545,"ZP_00516389 CwatDRAFT_3821 Mo-dependent nitrogenase, C-terminal [Crocosphaera watsonii WH 8501]",638431672,12 kDa,,0,0,0,0,0,0,0.91256,0.95523,0,0,0,0
1546,ZP_00515855 CwatDRAFT_4081 hypothetical protein [Crocosphaera watsonii WH 8501],638431154,12 kDa,,0,0,0,0,5.9938,1.0935,0,0,0,0,0,0
1547,ZP_00515273 CwatDRAFT_4741 Protein of unknown function DUF502 [Crocosphaera watsonii WH 8501],638430602,27 kDa,,0.96812,0.97807,0,0,0,0,0,0,0,0,0,0.98619
1548,"ZP_00518781 CwatDRAFT_1004 Recombination protein O, RecO [Crocosphaera watsonii WH 8501]",638434066,31 kDa,,0,0,0,0,0,0,0,0,0,0,0.87968,0
1549,ZP_00517195 CwatDRAFT_2618 Photosystem II phosphoprotein PsbH [Crocosphaera watsonii WH 8501],638432467,7 kDa,,5.8087,3.9123,3.8696,5.6009,7.1926,5.4676,4.5628,4.7761,5.1104,4.0092,3.5187,4.9309
1550,"ZP_00518773 CwatDRAFT_0499 Cobyrinic acid a,c-diamide synthase [Crocosphaera watsonii WH 8501]",638434063,24 kDa,,0,1.9561,0,0,0,0,0,0,0,0,0,0
1551,"ZP_00514177 CwatDRAFT_6414 Excisionase/Xis, DNA-binding [Crocosphaera watsonii WH 8501]",638429435,18 kDa,,1.9362,1.9561,0,1.1202,0,2.187,0,0,0,1.0023,0,1.9724
1552,ZP_00514755 CwatDRAFT_5568 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430017,35 kDa,,0,0,1.9348,0,0,0,0,0,0,0,0,0.98619
1553,"ZP_00518106 CwatDRAFT_1609 Insulinase-like:Peptidase M16, C-terminal [Crocosphaera watsonii WH 8501]",638433392,48 kDa,,0,0,0,0,0,0,0,0.95523,0,0,0,0
1554,ZP_00518973 CwatDRAFT_0538 hypothetical protein [Crocosphaera watsonii WH 8501],638434264,14 kDa,,0.96812,0.97807,0,2.2404,4.795,3.2806,2.7377,2.8657,5.1104,2.0046,0.87968,0
1555,"ZP_00514028 CwatDRAFT_6493 PilT protein, N-terminal [Crocosphaera watsonii WH 8501]",638429285-DECOY,?,,0,0,0.96741,0,0,0,0,0,0,0,0,0
1556,ZP_00519368 CwatDRAFT_0015 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638434659,17 kDa,,0,0.97807,0.96741,0,0,1.0935,1.8251,0,0,0,0,1.9724
1557,ZP_00515927 CwatDRAFT_4010 tRNA modification GTPase TrmE:Small GTP-binding protein domain:GTP-binding [Crocosphaera watsonii WH 8501],638431195,50 kDa,,0,0,0,0,0,1.0935,0,0,0,1.0023,1.7594,0.98619
1558,ZP_00517386 CwatDRAFT_2122 hypothetical protein [Crocosphaera watsonii WH 8501],638432657,9 kDa,,0,0.97807,0.96741,1.1202,1.1988,0,0,0,0,0,0,0
1559,ZP_00518869 CwatDRAFT_0700 hypothetical protein [Crocosphaera watsonii WH 8501],638434158,8 kDa,,0,0.97807,0,0,0,0,0,0,0,2.0046,0,0
1560,ZP_00517370 CwatDRAFT_2102 Leucine rich repeat variant [Crocosphaera watsonii WH 8501],638432650,43 kDa,,0,0,0,0,0,0,0,0,2.0441,0,0,0
1561,"ZP_00514999 CwatDRAFT_4934 Peptidase S13, D-Ala-D-Ala carboxypeptidase C [Crocosphaera watsonii WH 8501]",638430264,34 kDa,,0,1.9561,1.9348,1.1202,0,0,0,0,0,0,0,0
1562,ZP_00517342 CwatDRAFT_2591 Mutator MutT [Crocosphaera watsonii WH 8501],638432626,16 kDa,,0,0.97807,0,0,0,0,0,0,0,0,0,0
1563,"ZP_00518303 CwatDRAFT_1883 Response regulator receiver:Transcriptional regulatory protein, C-terminal [Crocosphaera watsonii WH 8501]",638433591,28 kDa,,0,1.9561,1.9348,2.2404,0,1.0935,0.91256,0,1.0221,1.0023,1.7594,1.9724
1564,ZP_00515293 CwatDRAFT_4764 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430650,14 kDa,,0.96812,1.9561,0.96741,1.1202,2.3975,2.187,2.7377,1.9105,3.0662,4.0092,1.7594,0
1565,ZP_00516800 CwatDRAFT_2489 hypothetical protein [Crocosphaera watsonii WH 8501],638432075,30 kDa,,0,0,2.9022,0,0,1.0935,0,0,0,0,1.7594,0.98619
1566,ZP_00516978 CwatDRAFT_2795 similar to Peroxiredoxin [Crocosphaera watsonii WH 8501],638432271,20 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0.87968,0
1567,ZP_00518484 CwatDRAFT_1104 hypothetical protein [Crocosphaera watsonii WH 8501],638433769,17 kDa,,0,1.9561,1.9348,1.1202,2.3975,1.0935,0.91256,0,1.0221,1.0023,0.87968,1.9724
1568,ZP_00515443 CwatDRAFT_4510 hypothetical protein [Crocosphaera watsonii WH 8501],638430748,15 kDa,,0.96812,1.9561,2.9022,2.2404,2.3975,3.2806,1.8251,1.9105,1.0221,1.0023,3.5187,1.9724
1569,ZP_00516569 CwatDRAFT_3353 hypothetical protein [Crocosphaera watsonii WH 8501],638431835,19 kDa,,0,0,0,1.1202,0,0,0.91256,0,0,0,0,0
1570,ZP_00517537 CwatDRAFT_2158 Ribosomal protein L33 [Crocosphaera watsonii WH 8501],638432822,7 kDa,,2.9044,0,3.8696,2.2404,0,0,3.6502,3.8209,0,2.0046,4.3984,3.9448
1571,ZP_00515131 CwatDRAFT_5088 ABC transporter [Crocosphaera watsonii WH 8501],638430396,23 kDa,,0.96812,2.9342,3.8696,3.3606,2.3975,1.0935,1.8251,0,0,0,2.639,0
1572,ZP_00514211 CwatDRAFT_5247 Ferredoxin-dependent bilin reductase [Crocosphaera watsonii WH 8501],638429469,29 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0,0
1573,"ZP_00514306 CwatDRAFT_5933 Uroporphyrin-III C-methyltransferase, C-terminal [Crocosphaera watsonii WH 8501]",638429565,28 kDa,,0,0,0,0,0,0,0.91256,0,0,0,0,0
1574,ZP_00516469 CwatDRAFT_3094 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638431739,24 kDa,,0,0,0,0,0,0,0.91256,0,0,0,0,0
1575,ZP_00516947 CwatDRAFT_2962 hypothetical protein [Crocosphaera watsonii WH 8501],638432207,10 kDa,,0,0.97807,0.96741,0,0,1.0935,0.91256,0,1.0221,0,1.7594,1.9724
1576,ZP_00515391 CwatDRAFT_4866 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430476,47 kDa,,0,0.97807,0.96741,0,2.3975,2.187,1.8251,0.95523,1.0221,2.0046,1.7594,1.9724
1577,ZP_00518564 CwatDRAFT_0858 hypothetical protein [Crocosphaera watsonii WH 8501],638433850,23 kDa,,0,0,0,0,0,0,0,0,0,0,0,0.98619
1578,ZP_00516938 CwatDRAFT_2953 hypothetical protein [Crocosphaera watsonii WH 8501],638432226,16 kDa,,0,0,0,0,0,0,0,0,0,0,0,0.98619
1579,ZP_00515361 CwatDRAFT_4834 Protein of unknown function DUF552 [Crocosphaera watsonii WH 8501],638430551,21 kDa,,5.8087,1.9561,0,0,0,0,0,0,0,6.0138,10.556,0
1580,ZP_00517748 CwatDRAFT_1689 NUDIX hydrolase [Crocosphaera watsonii WH 8501],638433030,17 kDa,,0,2.9342,1.9348,4.4807,1.1988,2.187,1.8251,2.8657,0,2.0046,2.639,1.9724
1581,ZP_00516190 CwatDRAFT_3638 hypothetical protein [Crocosphaera watsonii WH 8501],638431471,25 kDa,,0,0.97807,0,0,1.1988,0,0.91256,0.95523,0,0,1.7594,0
1582,ZP_00515302 CwatDRAFT_4773 hypothetical protein [Crocosphaera watsonii WH 8501],638430653,24 kDa,,0,0,0,0,0,0,0,0,1.0221,0,0,0
1583,ZP_00513677 CwatDRAFT_6090 ExsB [Crocosphaera watsonii WH 8501],638428932,25 kDa,,0,3.9123,3.8696,2.2404,4.795,2.187,1.8251,0.95523,2.0441,2.0046,2.639,0
1584,ZP_00516115 CwatDRAFT_3785 Caffeoyl-CoA O-methyltransferase [Crocosphaera watsonii WH 8501],638431400,24 kDa,,0,0,0.96741,0,0,0,0.91256,0,0,0,0,0
1585,ZP_00516635 CwatDRAFT_3135 Beta-lactamase-like [Crocosphaera watsonii WH 8501],638431924,24 kDa,,0,0,0,0,0,2.187,0,0,0,0,0.87968,0
1586,ZP_00518026 CwatDRAFT_1550 Protein of unknown function DUF107 [Crocosphaera watsonii WH 8501],638433314,17 kDa,,0,2.9342,0.96741,2.2404,3.5963,3.2806,2.7377,2.8657,3.0662,3.0069,2.639,2.9586
1587,ZP_00518481 CwatDRAFT_1101 hypothetical protein [Crocosphaera watsonii WH 8501],638433766,37 kDa,,0,0.97807,0.96741,2.2404,0,1.0935,0.91256,1.9105,0,0,2.639,0.98619
1588,"ZP_00513565 CwatDRAFT_6728 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, LpxD [Crocosphaera watsonii WH 8501]",638428819-DECOY,?,,0,0,0,0,0,1.0935,0,0,0,0,0,0
1589,ZP_00519014 CwatDRAFT_0592 similar to restriction endonuclease [Crocosphaera watsonii WH 8501],638434302,19 kDa,,0,0,0.96741,0,0,0,1.8251,0.95523,0,1.0023,1.7594,0.98619
1590,ZP_00519367 CwatDRAFT_0097 hypothetical protein [Crocosphaera watsonii WH 8501],638434654,11 kDa,TRUE,0.96812,3.9123,4.837,5.6009,4.795,5.4676,6.3879,2.8657,6.1324,8.0184,3.5187,2.9586
1591,ZP_00515089 CwatDRAFT_4988 UspA [Crocosphaera watsonii WH 8501],638430354,16 kDa,,0,0,0,0,1.1988,0,0.91256,1.9105,0,1.0023,0.87968,0
1592,ZP_00515922 CwatDRAFT_4013 RDD [Crocosphaera watsonii WH 8501],638431190,30 kDa,,0,0.97807,0.96741,1.1202,0,1.0935,0,0.95523,0,0,0,0.98619
1593,ZP_00518281 CwatDRAFT_1560 hypothetical protein [Crocosphaera watsonii WH 8501],638433569,16 kDa,,0,0,0.96741,0,0,1.0935,0.91256,0.95523,0,0,0,0.98619
1594,ZP_00516674 CwatDRAFT_2750 hypothetical protein [Crocosphaera watsonii WH 8501],638431957,24 kDa,,0,0.97807,0.96741,0,0,1.0935,0.91256,1.9105,0,1.0023,0,0.98619
1595,ZP_00515722 CwatDRAFT_4249 hypothetical protein [Crocosphaera watsonii WH 8501],638431009,17 kDa,,0,0,0,0,0,0,0.91256,0,0,1.0023,0,0
1596,ZP_00519354 CwatDRAFT_0263 Protein of unknown function DUF140 [Crocosphaera watsonii WH 8501],638434645,28 kDa,,0.96812,0,0.96741,0,0,1.0935,0,0.95523,0,1.0023,0.87968,0.98619
1597,ZP_00518486 CwatDRAFT_1106 permease [Crocosphaera watsonii WH 8501],638433771,36 kDa,,0,4.8903,3.8696,1.1202,4.795,5.4676,1.8251,2.8657,2.0441,1.0023,0.87968,2.9586
1598,ZP_00514086 CwatDRAFT_6330 hypothetical protein [Crocosphaera watsonii WH 8501],638429343,9 kDa,,1.9362,2.9342,0,1.1202,0,2.187,0.91256,0.95523,1.0221,2.0046,1.7594,0.98619
1599,ZP_00514130 CwatDRAFT_6433 hypothetical protein [Crocosphaera watsonii WH 8501],638429388,23 kDa,,0,0,0,1.1202,0,2.187,1.8251,0,1.0221,1.0023,0,0
1600,"ZP_00513820 CwatDRAFT_6597 Pseudouridine synthase, RluD [Crocosphaera watsonii WH 8501]",638429075,35 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0,0
1601,ZP_00514807 CwatDRAFT_5668 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430069,68 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0,0
1602,ZP_00515973 CwatDRAFT_4137 Metallophosphoesterase [Crocosphaera watsonii WH 8501],638431241,41 kDa,,0,0,0,0,0,0,0.91256,0,0,0,0,0
1603,ZP_00518459 CwatDRAFT_0613 Sugar isomerase (SIS) [Crocosphaera watsonii WH 8501],638433744,23 kDa,,1.9362,0.97807,1.9348,1.1202,0,0,0,0,0,0,2.639,1.9724
1604,ZP_00513777 CwatDRAFT_6620 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638429032,22 kDa,,0,0.97807,0.96741,1.1202,1.1988,1.0935,0.91256,0.95523,0,0,0.87968,0
1605,ZP_00515011 CwatDRAFT_5148 Conserved hypothetical protein 281 [Crocosphaera watsonii WH 8501],638430276,18 kDa,,0,1.9561,0.96741,0,0,0,0,0,0,1.0023,1.7594,0
1606,ZP_00515203 CwatDRAFT_4659 Protein of unknown function DUF552 [Crocosphaera watsonii WH 8501],638430468,13 kDa,,0,0,0,1.1202,0,0,0,0,0,0,1.7594,0.98619
1607,"ZP_00514683 CwatDRAFT_5527 Dehydroquinase, class II [Crocosphaera watsonii WH 8501]",638429945,16 kDa,,0.96812,0,0,0,1.1988,1.0935,0,0.95523,2.0441,1.0023,0,0
1608,ZP_00518469 CwatDRAFT_1144 hypothetical protein [Crocosphaera watsonii WH 8501],638433756,10 kDa,,0,0,0,0,0,0,0.91256,0.95523,1.0221,0,0,0
1609,ZP_00516484 CwatDRAFT_3246 Phospholipase/Carboxylesterase [Crocosphaera watsonii WH 8501],638431764,33 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0,0
1610,ZP_00515978 CwatDRAFT_3717 hypothetical protein [Crocosphaera watsonii WH 8501],638431247,10 kDa,,0.96812,0.97807,0,0,1.1988,0,0,0,2.0441,1.0023,0,0
1611,"ZP_00519359 CwatDRAFT_0019 AIR synthase related protein:AIR synthase related protein, C-terminal [Crocosphaera watsonii WH 8501]",638434650,37 kDa,,0,0,0,0,0,0,0,0,0,0,0.87968,0
1612,ZP_00518575 CwatDRAFT_0843 methyltransferase [Crocosphaera watsonii WH 8501],638433868,33 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0,0
1613,"ZP_00514991 CwatDRAFT_4927 Peptidase M22, glycoprotease [Crocosphaera watsonii WH 8501]",638430256,24 kDa,,0,0.97807,0.96741,0,0,0,0,0,0,0,0,0
1614,ZP_00515769 CwatDRAFT_4301 Biopolymer transport protein ExbD/TolR [Crocosphaera watsonii WH 8501],638430979,24 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0,0.98619
1615,ZP_00513940 CwatDRAFT_6529 putative thioredoxin reductase [Crocosphaera watsonii WH 8501],638429196,6 kDa,,0,0,0,0,0,1.0935,2.7377,0.95523,2.0441,2.0046,0,1.9724
